ASV,Kingdom,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy,Supergroup,Division
ASV_158,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Plagiostriata,Plagiostriata_goreensis,"Eukaryota,d:Stramenopiles,p:Ochrophyta,c:Bacillariophyta,o:Bacillariophyta_X,f:Araphid-pennate,g:Plagiostriata,s:Plagiostriata_goreensis",not_provided,not_provided
ASV_159,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_160,Eukaryota,not_provided,Bryozoa,Gymnolaemata,Cheilostomatida,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_161,Eukaryota,not_provided,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona sp. Roadstead of Brest,not_provided,not_provided,not_provided
ASV_162,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Syndiniales,o:Dino-Group-II,f:Dino-Group-II-Clade-6,g:Dino-Group-II-Clade-6_X,s:Dino-Group-II-Clade-6_X_sp.",not_provided,not_provided
ASV_163,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_164,TSAR,Eukaryota,not_provided,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_165,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_davisae,"Eukaryota,d:Opisthokonta,p:Metazoa,c:Arthropoda,o:Crustacea,f:Maxillopoda,g:Oithona,s:Oithona_davisae",not_provided,not_provided
ASV_166,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_paracapitatum,not_provided,Alveolata,Ciliophora
ASV_167,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,not_provided,Haptophyta,Haptophyta_X
ASV_168,TSAR,Eukaryota,not_provided,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,not_provided,Stramenopiles,Bigyra
ASV_169,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema_menzellii,not_provided,Stramenopiles,Gyrista
ASV_170,TSAR,Eukaryota,not_provided,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_pygmaea,not_provided,Alveolata,Dinoflagellata
ASV_171,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_172,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_173,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Dinophyceae,o:Dinophyceae_X,f:Dinophyceae_XX,g:Dinophyceae_XXX,s:Dinophyceae_XXX_sp.",not_provided,not_provided
ASV_174,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_davisae,not_provided,Opisthokonta,Metazoa
ASV_175,Archaeplastida,Eukaryota,not_provided,Pyramimonadophyceae,Pyramimonadales,not_provided,not_provided,not_provided,not_provided,Chlorophyta,Chlorophyta_X
ASV_176,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_dominans,not_provided,Alveolata,Dinoflagellata
ASV_177,TSAR,Eukaryota,not_provided,Dinophyceae,Peridiniales,Thoracosphaeraceae,Thoracosphaeraceae_X,Thoracosphaeraceae_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_178,Eukaryota,not_provided,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned,not_provided,not_provided,not_provided
ASV_179,Obazoa,Eukaryota,not_provided,Annelida,Annelida_X,Annelida_XX,Lumbrineris,Lumbrineris_funchalensis,not_provided,Opisthokonta,Metazoa
ASV_180,TSAR,Eukaryota,not_provided,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus_polymorphus,not_provided,Stramenopiles,Gyrista
ASV_181,Eukaryota,not_provided,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia seriata,not_provided,not_provided,not_provided
ASV_182,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Tontoniidae,Pseudotontonia,Pseudotontonia_sp.,not_provided,Alveolata,Ciliophora
ASV_183,TSAR,Eukaryota,not_provided,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Amphorellopsis,Amphorellopsis_acuta,not_provided,Alveolata,Ciliophora
ASV_184,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Euterpina,Euterpina_acutifrons,not_provided,Opisthokonta,Metazoa
ASV_185,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_186,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,Alexandrium_minutum,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Dinophyceae,o:Gonyaulacales,f:Goniodomataceae,g:Alexandrium,s:Alexandrium_minutum",not_provided,not_provided
ASV_187,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_188,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Dinophyceae,o:Dinophyceae_X,f:Dinophyceae_XX,g:Dinophyceae_XXX,s:Dinophyceae_XXX_sp.",not_provided,not_provided
ASV_189,Archaeplastida,Eukaryota,not_provided,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_gelidicola,not_provided,Chlorophyta,Chlorophyta_X
ASV_190,Cryptista,Eukaryota,not_provided,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_sp.,not_provided,Cryptophyta,Cryptophyta_X
ASV_191,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,not_provided,not_provided,Stramenopiles,Gyrista
ASV_192,TSAR,Eukaryota,not_provided,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,Fragilariopsis_sp.,not_provided,Stramenopiles,Gyrista
ASV_193,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_194,Cryptista,Eukaryota,not_provided,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_acuta,not_provided,Cryptophyta,Cryptophyta_X
ASV_195,Eukaryota,not_provided,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned,not_provided,not_provided,not_provided
ASV_196,Eukaryota,not_provided,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,unassigned,not_provided,not_provided,not_provided
ASV_197,TSAR,Eukaryota,not_provided,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax_sp.,not_provided,Alveolata,Dinoflagellata
ASV_198,TSAR,Eukaryota,not_provided,Dinophyceae,Peridiniales,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_199,Eukaryota,not_provided,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium minutum,not_provided,not_provided,not_provided
ASV_200,Eukaryota,not_provided,Mollusca,Bivalvia,Ostreoida,Ostreidae,Lopha,Lopha cristagalli,not_provided,not_provided,not_provided
ASV_201,Cryptista,Eukaryota,not_provided,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_amphioxeia,not_provided,Cryptophyta,Cryptophyta_X
ASV_202,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Euterpina,Euterpina_acutifrons,not_provided,Opisthokonta,Metazoa
ASV_203,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Biddulphia,Biddulphia_sp.,"Eukaryota,d:Stramenopiles,p:Ochrophyta,c:Bacillariophyta,o:Bacillariophyta_X,f:Polar-centric-Mediophyceae,g:Biddulphia,s:Biddulphia_sp.",not_provided,not_provided
ASV_204,TSAR,Eukaryota,not_provided,Sagenista,Sagenista_X,MAST-7,MAST-7B,MAST-7B_sp.,not_provided,Stramenopiles,Bigyra
ASV_205,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_206,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Temora,Temora_longicornis,not_provided,Opisthokonta,Metazoa
ASV_207,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_208,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.,"Eukaryota,d:Opisthokonta,p:Metazoa,c:Arthropoda,o:Crustacea,f:Maxillopoda,g:Maxillopoda_X,s:Maxillopoda_X_sp.",not_provided,not_provided
ASV_209,TSAR,Eukaryota,not_provided,Sagenista,Sagenista_X,MAST-4,MAST-4A,MAST-4A_sp.,not_provided,Stramenopiles,Bigyra
ASV_210,TSAR,Eukaryota,not_provided,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_neogracilis,not_provided,Stramenopiles,Gyrista
ASV_211,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_212,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp. ex Prorocentrum micans,not_provided,not_provided,not_provided
ASV_213,Eukaryota,not_provided,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_214,Eukaryota,not_provided,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,unassigned,not_provided,not_provided,not_provided
ASV_215,Archaeplastida,Eukaryota,not_provided,Pyramimonadophyceae,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_sp.,not_provided,Chlorophyta,Chlorophyta_X
ASV_216,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_217,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_218,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_219,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_220,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,Acantharian sp. 6201,not_provided,not_provided,not_provided
ASV_221,Obazoa,Eukaryota,not_provided,Ctenophora,Ctenophora_X,Ctenophora_XX,Pleurobrachia,not_provided,not_provided,Opisthokonta,Metazoa
ASV_222,TSAR,Eukaryota,not_provided,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,not_provided,Telonemia,Telonemia_X
ASV_223,TSAR,Eukaryota,not_provided,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,not_provided,not_provided,Stramenopiles,Gyrista
ASV_224,TSAR,Eukaryota,not_provided,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_225,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_226,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_227,Archaeplastida,Eukaryota,not_provided,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXXX,Picozoa_XXXXX_sp.,not_provided,Picozoa,Picozoa_X
ASV_228,Archaeplastida,Eukaryota,not_provided,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_lucimarinus,not_provided,Chlorophyta,Chlorophyta_X
ASV_229,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_230,TSAR,Eukaryota,not_provided,Spirotrichea,Choreotrichida,Choreotrichida_X,Choreotrichida_XX,Choreotrichida_XX_sp.,not_provided,Alveolata,Ciliophora
ASV_231,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia,Pseudo-nitzschia_seriata,"Eukaryota,d:Stramenopiles,p:Ochrophyta,c:Bacillariophyta,o:Bacillariophyta_X,f:Raphid-pennate,g:Pseudo-nitzschia,s:Pseudo-nitzschia_seriata",not_provided,not_provided
ASV_232,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_233,Eukaryota,not_provided,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae,not_provided,not_provided,not_provided
ASV_234,TSAR,Eukaryota,not_provided,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_B,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_235,TSAR,Eukaryota,not_provided,Sagenista,Sagenista_X,MAST-7,MAST-7A,MAST-7A_sp.,not_provided,Stramenopiles,Bigyra
ASV_236,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,not_provided,Haptophyta,Haptophyta_X
ASV_237,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,not_provided,Alveolata,Dinoflagellata
ASV_238,TSAR,Eukaryota,not_provided,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax_sp.,not_provided,Alveolata,Dinoflagellata
ASV_239,TSAR,Eukaryota,not_provided,Bacillariophyceae,Naviculales,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_240,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,not_provided,Alveolata,Dinoflagellata
ASV_241,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Calocalanus,Calocalanus_sp.,not_provided,Opisthokonta,Metazoa
ASV_242,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Dinophyceae,o:Dinophyceae_X,f:Dinophyceae_XX,g:Dinophyceae_XXX,s:Dinophyceae_XXX_sp.",not_provided,not_provided
ASV_243,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Dinophyceae,o:Gymnodiniales,f:Gymnodiniaceae,g:Gymnodinium,s:Gymnodinium_sp.",not_provided,not_provided
ASV_244,Eukaryota,not_provided,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned,not_provided,not_provided,not_provided
ASV_245,Eukaryota,not_provided,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_246,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_hispida,"Eukaryota,d:Stramenopiles,p:Ochrophyta,c:Bacillariophyta,o:Bacillariophyta_X,f:Polar-centric-Mediophyceae,g:Thalassiosira,s:Thalassiosira_hispida",not_provided,not_provided
ASV_247,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,not_provided,Haptophyta,Haptophyta_X
ASV_248,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_249,TSAR,Eukaryota,not_provided,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.,not_provided,Alveolata,Dinoflagellata
ASV_250,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,Gephyrocapsa_oceanica,not_provided,Haptophyta,Haptophyta_X
ASV_251,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Balechina,Balechina_pachydermata,not_provided,Alveolata,Dinoflagellata
ASV_252,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_253,Eukaryota,not_provided,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,unassigned,not_provided,not_provided,not_provided
ASV_254,Eukaryota,not_provided,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia,not_provided,not_provided,not_provided
ASV_255,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_parkeae,"Eukaryota,d:Archaeplastida,p:Chlorophyta,c:Pyramimonadales,o:Pyramimonadales_X,f:Pyramimonadales_XX,g:Pyramimonas,s:Pyramimonas_parkeae",not_provided,not_provided
ASV_256,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,not_provided,Haptophyta,Haptophyta_X
ASV_257,Eukaryota,not_provided,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned,not_provided,not_provided,not_provided
ASV_258,TSAR,Eukaryota,not_provided,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium_sp.,not_provided,Alveolata,Ciliophora
ASV_259,Eukaryota,not_provided,Arthropoda,Hexanauplia,Harpacticoida,Euterpinidae,Euterpina,Euterpina acutifrons,not_provided,not_provided,not_provided
ASV_260,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_261,TSAR,Eukaryota,not_provided,Gyrista_X,Gyrista_XX,MAST-1,MAST-1C,MAST-1C_sp.,not_provided,Stramenopiles,Gyrista
ASV_262,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,Minidiscus_comicus,not_provided,Stramenopiles,Gyrista
ASV_263,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_264,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_rubrum,not_provided,Alveolata,Dinoflagellata
ASV_265,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,not_provided,not_provided,not_provided
ASV_266,Eukaryota,not_provided,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a,not_provided,not_provided,not_provided
ASV_267,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_capitatum,not_provided,Alveolata,Ciliophora
ASV_268,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_fulvescens,"Eukaryota,d:Alveolata,p:Dinoflagellata,c:Dinophyceae,o:Gymnodiniales,f:Gymnodiniaceae,g:Margalefidinium,s:Margalefidinium_fulvescens",not_provided,not_provided
ASV_269,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_270,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Planktoniella,Planktoniella sol,not_provided,not_provided,not_provided
ASV_271,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_272,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_273,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_274,TSAR,Eukaryota,not_provided,Gyrista_X,Gyrista_XX,MAST-1,MAST-1B,MAST-1B_sp.,not_provided,Stramenopiles,Gyrista
ASV_275,Eukaryota,not_provided,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_276,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_277,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_278,TSAR,Eukaryota,not_provided,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_speculum,not_provided,Stramenopiles,Gyrista
ASV_279,TSAR,Eukaryota,not_provided,Dinophyceae,Peridiniales,Thoracosphaeraceae,Thoracosphaeraceae_X,Thoracosphaeraceae_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_280,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_281,TSAR,Eukaryota,not_provided,Gyrista_X,Gyrista_XX,MAST-2,MAST-2D,MAST-2D_sp.,not_provided,Stramenopiles,Gyrista
ASV_282,TSAR,Eukaryota,not_provided,Dinophyceae,Peridiniales,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_283,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B3,Prymnesiophyceae_Clade_B3_X,Prymnesiophyceae_Clade_B3_X_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_284,TSAR,Eukaryota,not_provided,Mediophyceae,Cymatosirales,Cymatosiraceae,Brockmanniella,Brockmanniella_brockmannii,not_provided,Stramenopiles,Gyrista
ASV_285,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
