,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_5984,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5985,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5998,Eukaryota,Porifera,Demospongiae,Dendroceratida,Halisarcidae,Halisarca,Halisarca dujardini
ASV_6011,Eukaryota,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,g_,s_
ASV_6017,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_6018,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6020,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6049,Bacteria,unknown,unknown,unknown,unknown,g_,s_
ASV_6066,Eukaryota,unknown,Oomycetes,unassigned,unassigned,g_,s_
ASV_6070,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_6072,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6083,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
ASV_6084,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6088,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6089,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,g_,s_
ASV_6092,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6095,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6100,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,g_,s_
ASV_6113,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6116,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,g_,s_
ASV_6118,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_6123,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_6128,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6131,Eukaryota,unknown,Oomycetes,unassigned,unassigned,g_,s_
ASV_6138,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6171,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6179,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6183,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6184,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6189,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,g_,s_
ASV_6193,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6196,Eukaryota,Arthropoda,Malacostraca,Decapoda,Bythograeidae,g_,s_
ASV_6197,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6199,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,g_,s_
ASV_6203,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6205,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6206,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,g_,s_
ASV_6207,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6210,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_6211,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6219,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6228,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6232,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6253,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6260,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,s_
ASV_6261,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6264,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6271,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_6283,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6287,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6288,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6291,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6292,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_6297,Eukaryota,unknown,Oomycetes,Peronosporales,Peronosporaceae,g_,s_
ASV_6306,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,Acanthephyra curtirostris
ASV_6310,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ASV_6313,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_6316,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6318,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_6324,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6329,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6334,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6341,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_6343,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6344,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_6360,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_6365,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6381,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6388,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6397,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_6399,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6400,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6404,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6408,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6413,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6414,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_6423,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6425,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,unassigned
ASV_6430,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6432,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_6433,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6434,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6447,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6449,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6450,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6455,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6460,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_6464,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6465,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,unassigned,unassigned
ASV_6466,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,g_,s_
ASV_6469,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_6474,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6490,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_6519,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6530,Eukaryota,unknown,Phaeophyceae,Laminariales,Laminariaceae,g_,s_
ASV_6539,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_6545,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6547,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6550,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6563,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6566,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_6573,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unassigned,unassigned,g_,s_
ASV_6579,Eukaryota,unknown,unknown,Telonemida,unassigned,g_,s_
ASV_6596,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6601,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6606,Bacteria,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6610,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6614,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6625,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_6640,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6656,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6657,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_6682,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6683,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6692,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6695,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6705,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_6709,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6739,Eukaryota,unknown,unknown,unknown,Paramoebidae,g_,s_
ASV_6748,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_6749,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6753,Eukaryota,unknown,unknown,Himatismenida,Cochliopodiidae,g_,s_
ASV_6766,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,s_
ASV_6771,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6789,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6796,Eukaryota,Arthropoda,Insecta,Hemiptera,Pentatomidae,g_,s_
ASV_6801,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6802,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6806,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_6826,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6838,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_6841,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_6845,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_6853,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_6876,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6886,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6900,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_6905,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6909,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6913,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_6918,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6927,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6934,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_6940,Eukaryota,Mollusca,Gastropoda,unknown,Pachychilidae,g_,s_
ASV_6948,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6953,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6958,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6965,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gracillariidae,g_,s_
ASV_6971,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6972,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6996,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_6997,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_6998,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_7004,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7007,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7023,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7024,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_7040,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7056,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_7059,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_7064,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_7067,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_7077,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7084,Eukaryota,Placozoa,unknown,unknown,unknown,g_,s_
ASV_7102,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7108,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,g_,s_
ASV_7118,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7156,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_7158,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7163,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_7165,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_7182,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7190,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7196,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_7200,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7203,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7204,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7210,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7245,Eukaryota,unknown,Phaeophyceae,Fucales,Hormosiraceae,g_,s_
ASV_7259,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7263,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7279,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_7283,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_7286,Eukaryota,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,Paraconchoecia allotherium
ASV_7299,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7315,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7334,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7340,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7354,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,g_,s_
ASV_7362,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_7364,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7385,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_7390,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7410,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_7414,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7419,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7427,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7463,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7473,Eukaryota,unknown,Oomycetes,Peronosporales,Peronosporaceae,g_,s_
ASV_7476,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7477,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,g_,s_
ASV_7478,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_7492,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7526,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unassigned,unassigned,g_,s_
ASV_7527,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7532,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7538,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_7549,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_7553,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7562,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_7570,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_7574,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
ASV_7585,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7606,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus
ASV_7625,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,g_,s_
ASV_7627,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_7640,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_7652,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7655,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_
ASV_7662,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7680,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_7700,Eukaryota,Arthropoda,Malacostraca,Decapoda,Bythograeidae,g_,s_
ASV_7726,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7729,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7735,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7745,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_7747,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7765,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,unassigned
ASV_7774,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus
ASV_7788,Eukaryota,unknown,Dictyochophyceae,Dictyochales,unknown,g_,s_
ASV_7802,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7818,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned
ASV_7819,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_7825,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis
ASV_7836,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7839,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7844,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_7845,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,g_,s_
ASV_7846,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7860,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_7865,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7884,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,s_
ASV_7889,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7893,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,g_,s_
ASV_7897,Eukaryota,unknown,Phaeophyceae,Sphacelariales,Sphacelariaceae,g_,s_
ASV_7898,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7900,Eukaryota,unknown,Bigyra,Bicosoecida,Cafeteriaceae,g_,s_
ASV_7902,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7925,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7938,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7969,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7973,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7986,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7995,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8018,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8033,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_8040,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8056,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8057,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8061,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8079,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8081,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8085,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8100,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8115,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8117,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8119,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8120,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,g_,s_
ASV_8121,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,s_
ASV_8129,Eukaryota,Discosea,unassigned,unassigned,unassigned,g_,s_
ASV_8131,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8139,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8155,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8172,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8178,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_8184,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8201,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8215,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,s_
ASV_8231,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8233,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8249,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_8263,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8265,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8268,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8270,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,s_
ASV_8274,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8276,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,unassigned
ASV_8292,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Euterpinidae,Euterpina,Euterpina acutifrons
