,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_301,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_304,Eukaryota,Annelida,Polychaeta,unknown,Opheliidae,unassigned,unassigned
ASV_306,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,unassigned
ASV_307,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_308,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_309,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta megalophthalma
ASV_310,Eukaryota,Basidiomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_311,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_312,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_313,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_315,Eukaryota,unknown,Pelagophyceae,unassigned,unassigned,unassigned,unassigned
ASV_316,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_318,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_319,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_320,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned
ASV_321,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_322,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,unassigned
ASV_323,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,unassigned
ASV_324,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_325,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_327,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_329,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_331,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis
ASV_333,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_335,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_336,Eukaryota,unknown,Acantharea,unknown,unknown,unknown,s_
ASV_337,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_338,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,Blastodinium,Blastodinium mangini
ASV_339,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama cf. pulchellum
ASV_340,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_341,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_342,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_343,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_345,Eukaryota,unknown,Choanoflagellata,Craspedida,Salpingoecidae,Bicosta,Bicosta minor
ASV_346,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_347,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_348,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_349,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_351,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_352,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_353,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_354,Eukaryota,unknown,Oomycota,Lagenidiales,Haliphthoraceae,g_,s_
ASV_355,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_357,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_358,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,s_
ASV_359,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_360,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp. BSL-2009a
ASV_362,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH145-EKD20
ASV_363,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_364,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_366,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Ansanella,unassigned
ASV_368,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_369,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_370,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Laboea,s_
ASV_371,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_372,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_373,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_374,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,unassigned
ASV_375,Eukaryota,Bacillariophyta,Mediophyceae,unassigned,unassigned,unassigned,unassigned
ASV_378,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_380,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_381,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_382,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_383,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_384,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_385,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_386,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_387,Eukaryota,Chordata,Appendicularia,unknown,unknown,g_,s_
ASV_388,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_389,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned
ASV_390,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_391,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Spirostrombidium,s_
ASV_392,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira oceanica
ASV_393,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Protodinium,Protodinium simplex
ASV_394,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,s_
ASV_396,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_397,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_399,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_400,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_401,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_403,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_404,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_406,Eukaryota,Annelida,Polychaeta,Phyllodocida,Hesionidae,unassigned,unassigned
ASV_407,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_409,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_410,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_411,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_412,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 9sb RG-2016
ASV_413,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Diaphanoeca,Diaphanoeca undulata
ASV_415,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_416,Eukaryota,unknown,Dinophyceae,Peridiniales,Podolampaceae,Lessardia,Lessardia elongata
ASV_417,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_418,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_419,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_420,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_423,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_424,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned
ASV_425,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unassigned
ASV_426,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_427,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned
ASV_428,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_429,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_430,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_431,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_433,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_434,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_435,Eukaryota,Mollusca,Bivalvia,Veneroida,Vesicomyidae,Calyptogena,Calyptogena magnifica
ASV_436,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_437,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_438,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_439,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_440,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,unknown,Oithonidae sp. DZMB624
ASV_441,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_442,Eukaryota,Haptista,Haptophyta,unknown,unknown,g_,s_
ASV_444,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_445,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_446,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_447,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_448,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,unassigned
ASV_449,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_451,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_452,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_453,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas australis
ASV_454,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_455,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,g_,s_
ASV_457,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_458,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_459,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_461,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_462,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned
ASV_463,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_464,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_465,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta sp. DP-2006
ASV_466,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_467,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp. ex Prorocentrum micans
ASV_469,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,s_
ASV_470,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_471,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_472,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_476,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_477,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,g_,s_
ASV_478,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unassigned
ASV_479,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_481,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_482,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_484,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,unassigned
ASV_485,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,Fibrocapsa japonica
ASV_488,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_489,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_490,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_493,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_494,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_495,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_496,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_498,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_499,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_501,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_503,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_504,Eukaryota,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,g_,s_
ASV_505,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_506,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_507,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_508,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,s_
ASV_509,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros constrictus
ASV_510,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_511,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_512,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_513,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema
ASV_514,Eukaryota,Cercozoa,Thecofilosea,unknown,Ebriacea,Ebria,Ebria tripartita
ASV_515,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_516,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_517,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_518,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_519,Eukaryota,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,unassigned,unassigned
ASV_520,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_521,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_522,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_525,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_527,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_528,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_529,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis
ASV_532,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_534,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_535,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_537,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_538,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_539,Eukaryota,unknown,Polycystinea,Spumellaria,Ethmosphaeridae,g_,s_
ASV_540,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_541,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_543,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_544,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_546,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,unassigned
ASV_547,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_548,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_549,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_550,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_551,Eukaryota,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia sp. WAMZ3927
ASV_552,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,unassigned
ASV_553,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_554,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned
ASV_555,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_556,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_557,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_558,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_559,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,unassigned
ASV_561,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_562,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_563,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_565,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_566,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_567,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_568,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_569,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_570,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_571,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_572,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,g_,s_
ASV_573,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1414
ASV_574,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unassigned,unassigned,unassigned
ASV_575,Eukaryota,unknown,Choanoflagellata,Craspedida,Salpingoecidae,g_,s_
ASV_576,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_577,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_580,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_581,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_582,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH147-EKD6
ASV_583,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_584,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium litoralis
ASV_585,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_586,Eukaryota,unknown,unknown,Telonemida,unknown,Telonema,unassigned
ASV_588,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_589,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_590,Eukaryota,unknown,unknown,Telonemida,unknown,Telonema,Telonema antarcticum
ASV_591,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_592,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_593,Eukaryota,unknown,Choanoflagellata,unknown,unknown,g_,s_
ASV_594,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_595,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_597,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_598,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1416
ASV_599,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_600,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_601,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_602,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_603,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_604,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_605,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_606,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_608,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_609,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,g_,s_
ASV_610,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_611,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Colepidae,Tiarina,unassigned
ASV_612,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_614,Eukaryota,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_616,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_617,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_618,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_620,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,unassigned,unassigned
ASV_621,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_622,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_623,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_624,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_625,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,Oblongichytrium,unassigned
ASV_626,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_627,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_628,Eukaryota,Endomyxa,Ascetosporea,Paradiniida,unknown,g_,s_
ASV_631,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_632,Eukaryota,unknown,Pelagophyceae,unknown,unknown,unknown,Pelagophyceae sp. CCMP3390
ASV_633,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_634,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unassigned
ASV_637,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Cinetochilidae,g_,s_
